Attendance_Percentage,Study_Hours_Per_Day,Previous_Academic_Marks,Internal_Assessment_Marks,Assignment_Score,Practical_Lab_Score,Number_of_Backlogs,Previous_Semester_GPA,Sleep_Hours,Internet_Access,Parental_Education,Extracurricular_Activities,Class_Participation,Assignment_Submission_Rate,Performance_Category
60.16,4.37,50.18,54.52,64.27,55.2,1,5.39,4.5,1,3,1,57.14,75.05,Average
77.66,6.34,70.39,73.34,83.13,81.43,1,7.81,9.1,1,3,0,70.21,88.45,Good
40.92,4.97,54.24,32.63,40.16,45.03,5,5.44,8.2,1,2,1,37.92,59.83,Poor
56.59,1.16,61.21,44.51,43.39,38.22,2,6.09,7.4,0,0,1,39.49,60.7,Poor
46.3,0.5,42.79,33.26,36.21,38.0,9,4.22,6.6,1,3,1,37.66,68.2,Poor
83.82,6.96,66.35,75.09,77.35,83.84,1,8.59,9.1,0,3,0,71.8,73.43,Good
92.2,11.4,95.75,93.57,95.11,86.75,0,9.33,8.0,1,3,0,100.0,100.0,Excellent
47.05,1.81,41.42,38.47,36.11,40.72,2,5.15,7.2,1,0,1,22.02,56.59,Poor
48.29,1.25,35.95,32.56,42.04,48.55,10,5.69,7.2,1,0,1,34.25,54.26,Poor
92.35,6.96,90.83,86.92,90.5,86.67,2,9.16,5.8,1,3,0,95.03,91.97,Excellent
64.53,0.95,66.96,58.58,66.16,56.2,4,6.16,5.6,1,1,1,43.42,88.0,Average
94.09,9.98,92.38,95.19,94.91,91.24,0,9.66,7.6,1,1,1,90.97,96.2,Excellent
67.42,6.68,76.12,75.83,80.36,66.75,1,6.83,8.9,1,2,1,61.97,85.37,Good
81.02,6.86,66.47,91.84,70.73,78.04,2,7.25,8.7,1,3,1,71.97,77.97,Good
75.89,7.62,77.78,80.84,79.1,77.83,1,8.66,8.1,1,4,1,79.52,90.91,Good
71.57,2.82,60.52,57.47,59.96,50.38,2,6.57,8.4,1,2,0,49.55,69.55,Average
60.82,4.97,66.8,50.01,52.31,59.08,4,5.48,9.4,1,3,1,49.93,54.45,Average
79.1,6.96,70.51,75.19,75.68,88.47,2,8.14,7.8,1,2,0,70.7,86.67,Good
65.7,4.73,68.86,62.39,56.12,53.58,1,5.13,7.8,1,1,1,62.28,77.21,Average
39.38,1.4,45.66,41.87,33.26,29.66,7,5.7,6.3,1,2,1,49.05,51.24,Poor
41.68,1.39,20.1,39.73,32.71,45.48,8,5.01,5.3,1,4,1,36.24,61.46,Poor
93.69,10.28,95.47,82.13,98.53,96.67,0,9.4,7.3,0,3,0,81.83,91.89,Excellent
63.65,5.37,44.56,66.01,56.72,66.12,2,6.22,8.2,1,0,1,53.51,62.51,Average
76.48,9.73,70.74,75.38,75.79,73.73,1,8.2,7.1,1,0,1,91.99,93.55,Good
74.18,5.87,68.55,79.34,75.36,58.45,0,7.82,9.1,1,3,1,79.06,83.74,Good
41.74,1.37,50.05,38.93,49.07,28.4,9,5.41,7.3,1,2,1,27.21,73.37,Poor
68.82,8.61,82.66,80.84,72.86,69.11,1,8.47,4.7,1,1,1,83.09,75.25,Good
81.85,7.86,75.19,82.33,77.4,78.12,0,7.18,7.2,1,1,1,80.69,84.03,Good
53.25,4.39,51.77,64.32,66.52,42.78,1,5.88,6.1,1,2,0,58.64,70.56,Average
84.13,8.28,93.92,92.95,95.62,92.53,0,8.44,5.7,1,1,0,87.9,95.41,Excellent
44.76,2.67,48.83,51.09,27.94,35.63,4,4.62,10.0,1,2,1,43.1,56.06,Poor
65.06,5.06,63.28,61.66,77.22,72.29,3,5.09,5.3,1,2,0,63.29,70.04,Average
88.38,8.15,76.18,73.43,80.97,87.56,1,7.12,5.4,1,4,1,74.86,83.39,Good
73.03,2.41,69.73,59.15,66.25,64.67,4,5.46,7.7,0,4,1,50.61,74.76,Average
100.0,10.07,100.0,95.08,91.73,98.24,1,8.58,8.7,1,3,0,84.96,98.21,Excellent
96.26,8.29,98.68,95.69,100.0,89.1,0,10.0,7.5,1,1,0,98.0,87.45,Excellent
48.69,5.73,54.63,50.1,70.17,60.62,3,7.65,7.7,0,2,1,54.51,59.26,Average
45.8,1.18,52.91,39.47,38.26,34.12,9,4.7,7.7,0,1,0,32.83,79.91,Poor
75.8,8.15,78.95,82.81,74.95,73.3,2,8.47,9.1,1,2,0,62.57,90.54,Good
46.85,1.63,43.98,44.06,32.76,32.47,7,5.27,10.0,1,0,1,44.03,55.9,Poor
91.05,8.26,77.03,78.86,90.89,75.58,0,8.35,5.8,1,2,0,74.9,79.94,Good
74.87,2.28,65.31,65.03,79.62,66.31,0,6.85,7.0,1,2,1,44.43,97.27,Average
80.5,7.65,75.86,77.44,87.56,77.11,0,7.36,8.8,1,2,1,78.62,89.11,Good
88.79,12.0,92.73,97.22,90.36,92.55,1,9.95,4.8,1,3,1,93.15,96.57,Excellent
73.98,5.8,41.7,65.37,65.64,60.05,1,5.32,5.8,1,2,0,38.88,72.48,Average
86.52,7.92,77.2,80.31,72.01,85.27,0,7.6,7.6,1,3,1,73.36,98.99,Good
63.0,5.22,60.65,54.1,64.88,60.24,2,5.87,7.1,1,2,0,53.55,83.23,Average
80.21,5.93,77.61,71.17,94.38,84.91,0,8.58,7.6,1,3,0,76.8,81.37,Good
95.45,10.47,96.15,99.21,99.06,95.45,0,8.71,7.1,1,4,1,84.99,96.63,Excellent
76.94,4.88,68.68,70.15,65.23,68.71,2,8.2,7.4,0,3,1,67.24,90.78,Good
41.37,2.23,30.71,36.09,40.22,25.52,8,5.14,8.9,0,2,1,54.08,65.53,Poor
44.13,2.71,41.08,29.42,50.98,30.31,4,4.86,6.1,1,2,1,37.9,57.38,Poor
51.59,3.02,46.55,33.17,35.69,52.05,3,5.16,6.3,0,1,1,44.9,50.29,Poor
74.21,6.2,76.8,83.97,76.56,60.73,0,8.0,6.0,1,4,1,74.17,87.62,Good
91.85,9.27,99.4,95.3,98.13,98.63,1,8.46,9.5,1,3,1,93.52,95.27,Excellent
87.75,11.09,98.17,95.54,96.08,91.84,1,9.54,4.7,0,2,0,90.86,100.0,Excellent
94.38,8.19,71.27,79.43,82.97,83.46,1,6.32,7.5,1,3,1,67.61,87.15,Good
92.25,9.03,93.87,89.82,89.45,97.47,0,9.04,8.6,1,3,1,92.37,93.37,Excellent
65.02,1.45,43.29,52.62,59.55,67.6,1,6.48,7.2,1,0,1,75.94,60.57,Average
54.08,2.14,33.5,39.65,33.2,40.21,1,4.06,6.9,1,0,0,35.22,63.5,Poor
84.93,7.96,87.94,91.85,76.17,83.29,1,8.25,6.4,1,3,1,62.25,82.09,Good
94.77,6.56,86.58,78.97,74.37,82.09,2,7.85,6.4,1,3,0,75.39,91.37,Good
78.43,7.38,78.46,78.36,68.99,85.5,0,8.33,7.6,1,3,1,81.49,87.62,Good
54.57,1.84,33.52,52.34,38.1,35.22,4,4.69,7.4,1,2,1,46.39,48.53,Poor
74.93,8.56,66.84,80.88,91.47,80.47,2,7.82,7.6,1,3,0,78.49,93.0,Good
88.97,9.45,77.09,94.51,90.78,98.06,1,8.71,8.1,1,4,1,97.69,100.0,Excellent
80.08,7.55,72.88,65.08,75.07,88.12,0,8.2,7.3,1,2,0,78.54,86.36,Good
76.99,5.46,72.74,72.84,72.68,85.8,0,7.54,5.6,0,3,1,67.39,86.55,Good
58.79,6.93,52.54,56.1,74.12,81.22,4,5.69,9.3,0,3,1,56.64,65.14,Average
92.73,9.88,96.52,92.85,95.91,92.89,0,9.93,7.1,1,2,1,94.07,92.44,Excellent
85.37,8.61,68.62,81.03,88.69,73.14,1,6.4,4.7,1,0,1,77.56,86.23,Good
82.53,5.67,63.59,70.77,89.07,78.84,0,8.32,6.1,1,3,0,80.53,95.91,Good
51.04,0.5,36.52,24.72,49.31,38.8,6,4.3,4.6,1,2,1,24.62,47.5,Poor
36.96,2.61,45.52,53.03,50.74,37.15,9,5.12,9.3,1,2,1,30.88,71.55,Poor
63.41,7.18,65.78,59.85,46.73,46.61,0,5.97,7.0,1,1,1,55.68,83.78,Average
54.9,1.09,33.36,42.05,33.48,33.87,3,4.45,9.9,1,2,0,22.0,51.62,Poor
97.58,11.37,87.69,94.67,90.57,85.06,0,9.58,10.0,1,4,0,89.52,99.73,Excellent
88.12,10.94,89.39,87.24,98.0,89.57,0,9.51,5.6,1,1,1,92.39,99.24,Excellent
57.17,1.33,38.87,57.5,34.37,44.94,10,5.35,8.5,1,1,1,40.78,47.81,Poor
41.65,0.76,38.68,34.23,20.98,44.6,6,5.05,6.3,1,2,1,33.42,37.31,Poor
100.0,10.51,90.7,91.26,94.2,86.79,0,9.4,5.2,0,2,1,92.26,96.57,Excellent
79.04,8.35,75.36,72.06,76.11,72.71,1,9.37,6.9,1,2,1,69.79,83.77,Good
77.97,4.47,65.35,68.6,78.76,75.7,2,8.38,7.7,1,2,1,76.47,80.39,Good
56.97,2.09,20.32,55.56,36.17,58.51,4,6.02,7.1,1,3,0,42.65,73.05,Poor
57.74,4.25,74.81,62.21,65.97,58.57,3,5.94,7.6,1,3,1,58.28,86.23,Average
53.84,6.95,66.21,57.43,58.81,61.84,4,6.98,7.0,1,2,0,60.36,81.78,Average
75.38,3.49,57.79,60.05,52.09,54.69,5,6.79,7.4,1,3,1,67.13,78.25,Average
94.13,10.24,91.99,87.63,94.04,100.0,0,9.4,5.7,1,2,0,89.94,91.38,Excellent
87.3,11.24,89.31,95.97,96.22,89.82,0,9.2,7.9,1,3,0,92.09,97.86,Excellent
77.27,7.51,71.6,75.25,61.07,70.81,0,7.66,9.0,1,2,1,71.98,81.27,Good
97.03,10.13,95.24,93.16,93.95,93.92,0,9.64,7.5,1,2,1,100.0,99.61,Excellent
58.14,7.67,56.27,57.76,59.63,47.55,2,5.65,6.4,1,4,0,52.64,74.16,Average
66.66,2.22,55.67,61.63,57.57,59.16,1,6.23,6.9,1,3,0,61.93,76.02,Average
73.79,2.7,64.39,43.55,34.96,41.78,5,5.99,7.5,1,4,0,35.32,52.16,Poor
67.12,5.68,53.05,65.47,64.2,55.81,1,5.47,8.8,1,3,0,57.08,76.97,Average
58.02,1.43,45.72,38.44,43.42,33.76,5,5.23,7.9,1,3,1,23.75,55.12,Poor
94.67,8.28,90.44,100.0,87.95,94.37,0,8.85,9.9,1,2,1,100.0,93.91,Excellent
44.16,2.99,37.75,35.99,50.96,33.01,4,5.34,7.8,1,2,0,46.88,66.44,Poor
43.36,3.4,47.14,46.04,35.7,45.6,4,5.79,5.8,1,0,0,28.8,58.5,Poor
58.67,4.0,48.46,63.38,64.23,55.64,2,7.97,5.9,1,4,0,46.96,81.17,Average
35.98,1.8,34.22,46.95,44.66,36.14,2,3.99,6.2,1,1,1,37.16,75.6,Poor
53.46,0.88,34.71,37.6,32.52,44.68,4,4.74,6.4,0,2,1,32.83,45.57,Poor
69.23,5.14,57.47,44.73,49.39,47.26,5,6.26,9.5,1,4,0,55.63,66.4,Average
57.2,3.8,57.11,54.08,39.6,61.09,0,7.02,7.7,1,2,1,47.62,60.61,Average
98.51,9.08,100.0,91.22,94.73,85.68,0,10.0,8.8,1,4,1,93.21,93.33,Excellent
96.21,8.7,80.54,94.23,93.24,89.67,1,9.63,4.1,1,2,0,92.28,90.72,Excellent
80.35,7.17,72.63,67.87,74.72,82.22,1,7.82,9.2,1,1,0,79.73,77.58,Good
99.29,9.53,93.05,100.0,88.79,93.52,1,9.02,9.2,1,2,0,100.0,90.82,Excellent
57.12,2.01,44.98,72.41,67.02,51.64,1,6.94,8.7,1,0,1,52.65,66.21,Average
84.22,8.62,99.6,93.44,92.39,98.09,0,8.97,9.6,1,2,0,93.41,97.14,Excellent
58.49,1.72,33.13,37.98,33.34,43.76,5,5.32,6.5,1,2,1,31.85,57.77,Poor
98.69,11.65,94.94,97.87,90.51,80.37,0,9.06,6.7,1,1,1,95.56,98.2,Excellent
74.43,8.5,77.01,83.92,76.74,81.68,0,6.53,7.5,1,3,1,73.72,90.82,Good
94.34,12.0,99.82,97.1,97.78,89.49,1,9.78,10.0,1,2,0,96.96,98.32,Excellent
51.17,2.91,45.17,35.96,44.44,45.88,5,5.96,5.4,1,4,1,39.09,62.35,Poor
50.19,3.08,38.0,37.79,30.66,48.66,7,3.93,4.0,1,0,1,36.64,62.78,Poor
48.65,1.24,54.3,27.43,37.32,33.43,3,4.77,6.7,1,4,1,30.03,54.54,Poor
95.2,10.31,84.47,98.97,96.79,87.75,1,9.23,4.8,1,2,1,100.0,88.22,Excellent
66.13,4.16,48.69,49.44,52.52,66.69,0,7.39,4.8,1,3,1,48.49,81.28,Average
87.92,9.63,89.08,83.37,99.29,89.02,0,9.65,8.6,1,4,1,95.5,98.72,Excellent
58.31,3.1,62.82,59.74,53.69,46.49,3,5.76,5.3,1,1,1,52.29,84.1,Average
59.55,2.34,48.62,48.25,47.75,37.99,5,5.07,8.4,1,0,1,48.86,51.94,Poor
38.64,3.2,38.14,40.11,42.37,34.29,8,4.22,7.9,1,1,1,30.29,69.72,Poor
73.99,6.73,73.39,70.58,66.81,84.48,0,7.55,7.4,1,1,0,71.15,81.03,Good
77.01,10.5,73.42,70.84,73.66,83.81,0,7.41,8.0,1,3,1,73.37,86.54,Good
95.23,8.94,91.09,86.82,100.0,95.37,0,8.8,6.8,1,4,0,94.68,94.56,Excellent
63.09,3.19,60.32,67.06,58.65,59.2,3,6.63,6.0,1,1,0,62.9,76.07,Average
61.71,6.04,59.46,75.33,58.71,72.11,1,6.17,6.1,1,3,0,64.12,68.68,Average
73.99,5.88,68.25,78.96,81.16,71.71,1,7.07,6.8,1,1,0,61.34,89.19,Good
100.0,11.3,99.34,91.8,94.15,100.0,1,8.79,7.6,1,0,1,87.92,97.04,Excellent
80.09,5.75,70.97,74.52,72.39,72.96,1,8.41,8.4,1,4,0,71.75,95.35,Good
61.49,2.96,38.48,40.36,21.94,44.1,2,5.47,4.7,0,2,0,42.32,55.65,Poor
99.26,9.29,93.81,92.69,90.94,93.12,0,9.84,7.0,1,4,1,84.78,98.08,Excellent
93.61,10.17,95.14,96.69,94.39,95.03,0,10.0,5.0,1,2,0,96.8,93.97,Excellent
53.7,2.86,34.69,56.65,36.92,50.49,4,4.23,5.0,1,2,1,19.71,55.74,Poor
91.21,9.04,90.49,100.0,88.56,92.49,1,9.08,9.0,0,2,0,87.69,97.16,Excellent
100.0,10.09,83.1,83.52,94.81,96.81,0,9.58,9.1,1,3,1,85.16,88.48,Excellent
83.33,12.0,89.62,87.83,92.72,100.0,1,10.0,7.1,1,1,0,93.13,99.99,Excellent
66.6,3.31,70.16,51.91,73.77,47.8,3,7.18,6.9,1,3,0,36.96,79.92,Average
90.29,12.0,89.0,86.54,92.96,89.84,0,9.2,7.4,1,2,1,93.66,95.23,Excellent
84.08,9.22,92.98,100.0,99.14,87.89,1,10.0,5.3,1,2,1,92.34,100.0,Excellent
94.11,11.78,81.2,91.7,100.0,96.72,1,8.83,6.5,1,3,1,94.07,92.09,Excellent
94.5,12.0,90.31,88.0,96.09,89.13,0,9.78,6.8,1,2,1,98.04,91.58,Excellent
75.15,8.36,83.07,85.04,73.77,80.67,0,7.29,8.2,1,0,0,65.96,90.66,Good
54.93,5.95,63.48,42.11,62.22,51.82,3,6.29,9.5,1,2,1,61.1,60.35,Average
45.74,2.74,46.62,28.34,32.0,55.29,6,4.55,8.5,1,2,1,39.23,64.51,Poor
89.08,7.39,78.36,78.27,78.61,86.38,0,7.72,4.5,0,3,0,83.97,86.33,Good
97.42,10.99,97.86,94.46,96.73,99.67,1,9.18,7.1,1,2,1,95.53,91.79,Excellent
56.8,1.85,42.75,26.96,48.13,44.02,4,5.0,5.3,1,2,1,30.55,56.68,Poor
81.17,10.48,60.15,70.79,76.19,82.51,0,7.22,8.4,1,0,0,84.21,82.86,Good
87.39,6.72,76.2,80.05,82.82,82.71,2,7.96,6.7,1,3,1,87.64,85.11,Good
97.34,10.27,97.51,92.5,85.31,90.71,1,8.21,6.0,0,2,0,92.71,98.05,Excellent
82.53,6.77,71.75,71.65,83.3,65.34,1,7.46,6.5,1,2,0,64.29,91.38,Good
85.78,8.22,86.0,79.67,82.14,87.4,0,7.19,7.9,1,2,0,79.65,90.5,Good
95.33,9.35,94.07,96.53,93.85,93.62,0,9.62,8.1,1,3,1,96.78,100.0,Excellent
100.0,10.07,83.42,84.0,97.68,89.65,1,9.47,6.9,1,0,0,93.07,95.33,Excellent
44.93,1.56,39.02,25.27,42.4,44.4,10,5.2,8.3,1,3,1,33.96,73.17,Poor
93.25,8.33,99.01,89.85,90.55,83.52,0,8.93,6.0,1,1,1,93.08,97.81,Excellent
93.33,8.69,89.76,93.83,91.49,91.28,0,10.0,6.3,1,2,1,86.33,99.82,Excellent
60.63,1.66,84.12,56.8,68.31,48.09,2,4.5,7.0,1,0,1,52.19,79.09,Average
51.72,2.6,29.22,39.71,59.49,28.32,9,4.53,5.1,1,2,0,35.9,51.51,Poor
36.8,3.77,42.49,45.6,32.34,44.69,5,4.6,8.0,1,0,1,28.24,56.73,Poor
94.09,12.0,94.06,95.73,96.19,91.19,0,9.04,8.5,0,2,0,98.5,97.55,Excellent
71.64,7.02,66.48,96.27,67.42,76.57,2,7.97,8.4,0,3,1,80.92,78.96,Good
45.07,1.09,52.4,49.5,32.93,37.77,1,4.8,5.7,1,3,0,42.57,51.52,Poor
64.39,4.23,72.59,54.68,53.53,61.23,1,5.61,4.8,0,1,1,66.58,69.04,Average
68.97,4.7,69.49,48.87,64.0,48.01,0,6.86,5.2,1,3,1,55.79,62.62,Average
73.03,9.33,76.8,67.15,71.08,76.61,0,6.6,6.3,0,4,1,63.45,80.0,Good
65.05,4.49,54.99,59.62,68.32,61.15,2,5.96,6.0,1,2,1,44.87,56.71,Average
100.0,10.06,95.32,90.06,95.04,95.75,0,9.33,7.5,1,2,0,93.54,94.45,Excellent
99.41,12.0,94.03,88.67,85.51,97.71,0,8.79,10.0,1,2,0,85.79,96.05,Excellent
76.11,4.26,70.8,72.51,87.33,77.88,0,8.24,6.9,1,1,1,76.09,88.31,Good
59.28,0.58,49.84,26.86,44.81,53.9,3,6.2,6.2,1,1,0,36.54,54.94,Poor
44.9,1.74,47.84,28.99,57.27,24.66,3,4.23,8.2,1,1,1,33.6,62.88,Poor
43.76,0.85,37.16,39.27,42.87,53.24,10,4.77,5.3,1,1,0,37.57,64.82,Poor
53.36,4.74,71.06,54.73,64.72,57.18,0,6.85,4.5,0,3,0,65.4,72.89,Average
88.71,10.59,88.3,89.94,75.82,100.0,0,8.85,5.5,1,3,1,99.23,93.8,Excellent
38.43,2.08,60.13,44.06,41.01,43.05,5,4.53,8.0,1,4,0,32.93,67.08,Poor
91.28,7.9,96.52,92.02,91.09,92.88,0,9.48,8.8,1,3,1,92.08,100.0,Excellent
83.43,6.98,82.89,82.63,78.95,68.1,1,8.09,5.7,1,2,0,79.33,92.16,Good
95.06,11.32,93.4,98.93,90.69,86.8,0,9.25,7.7,0,1,1,93.31,95.61,Excellent
47.73,1.7,40.87,35.77,46.85,40.55,10,3.85,8.2,1,0,0,39.51,71.51,Poor
46.11,1.27,45.36,41.67,43.85,41.3,2,5.11,8.9,1,4,0,40.56,49.26,Poor
41.68,3.05,52.22,31.6,42.46,53.68,5,4.83,4.0,1,2,1,42.33,60.77,Poor
44.44,2.29,53.3,42.61,34.58,48.74,7,4.8,4.2,0,2,0,20.04,64.07,Poor
44.05,6.13,63.18,55.77,64.5,50.18,3,3.77,6.7,1,3,1,51.42,72.32,Average
78.23,6.59,64.3,61.27,76.85,86.92,0,8.2,7.7,1,1,0,77.43,100.0,Good
53.46,1.88,31.42,39.78,34.27,27.45,5,4.54,8.4,1,3,0,29.69,63.48,Poor
61.57,5.89,46.43,44.84,56.87,50.89,1,6.83,6.5,1,4,0,51.74,65.91,Average
80.32,5.51,70.46,64.9,82.0,74.52,1,7.05,5.5,1,2,0,78.27,99.89,Good
94.86,10.2,84.02,94.29,99.79,98.25,1,9.58,8.0,1,2,1,86.85,97.25,Excellent
84.54,9.69,79.43,75.06,89.01,78.29,0,8.34,6.0,1,3,0,72.54,86.12,Good
56.14,4.75,62.6,48.09,67.66,56.41,2,6.13,8.2,1,0,1,63.14,72.44,Average
71.42,5.5,72.62,69.4,77.06,82.28,1,7.4,6.6,1,2,0,92.82,96.56,Good
88.02,9.01,92.09,100.0,94.5,100.0,0,9.62,8.3,1,3,0,95.1,96.63,Excellent
92.54,7.02,97.18,97.97,100.0,94.61,1,9.13,9.5,0,0,0,96.67,99.4,Excellent
100.0,8.93,94.38,86.68,98.58,89.24,1,8.34,7.7,1,1,1,93.55,93.98,Excellent
56.17,3.32,35.47,37.52,40.13,46.07,3,3.63,6.6,1,2,1,31.12,60.92,Poor
82.09,9.28,73.36,71.02,92.64,75.24,0,9.11,6.8,1,2,1,77.57,93.72,Good
58.65,0.5,39.18,57.2,39.6,38.54,8,4.37,7.3,0,2,1,40.49,63.07,Poor
99.83,9.53,89.45,91.67,100.0,89.18,0,9.93,4.8,1,2,0,97.82,98.42,Excellent
65.41,4.59,43.64,47.62,53.59,57.46,2,6.14,6.7,0,3,1,54.93,65.43,Average
49.05,0.56,42.08,24.59,26.76,35.37,2,5.32,6.8,1,2,0,44.25,31.04,Poor
100.0,9.94,98.04,97.54,87.67,83.53,0,8.1,8.0,1,3,1,100.0,97.33,Excellent
66.35,4.66,61.25,58.37,48.99,54.85,2,6.0,4.8,1,1,1,59.68,63.76,Average
98.38,9.53,80.48,94.72,83.85,93.57,0,9.37,9.2,1,0,1,88.63,100.0,Excellent
89.47,10.39,87.76,100.0,94.75,89.43,1,9.45,6.8,0,2,1,90.88,97.76,Excellent
85.61,6.38,75.71,76.71,77.64,93.74,0,8.0,5.9,1,2,1,62.26,93.48,Good
62.43,7.44,76.62,81.57,93.08,73.84,0,8.09,7.8,1,2,1,73.61,92.67,Good
89.49,9.28,80.35,93.68,94.13,93.44,0,9.47,4.6,1,0,1,96.35,92.5,Excellent
98.3,9.01,93.58,93.08,97.73,97.0,0,10.0,8.3,0,2,1,95.54,100.0,Excellent
57.59,3.69,56.16,50.33,54.13,57.91,3,6.8,7.4,1,0,1,74.04,81.51,Average
73.95,8.88,81.42,78.02,71.63,71.72,0,7.65,5.5,1,3,1,69.15,94.22,Good
95.52,9.13,89.0,91.34,91.75,97.26,0,8.64,7.8,0,2,1,85.71,100.0,Excellent
96.04,9.64,88.47,96.42,98.08,95.76,0,9.68,6.3,0,2,1,95.49,91.8,Excellent
61.48,6.4,44.84,60.35,59.47,47.98,4,6.6,4.0,1,1,1,57.51,73.03,Average
81.5,6.94,81.95,66.52,71.49,84.76,1,8.0,6.7,1,3,1,78.57,83.83,Good
76.91,8.84,81.66,74.41,88.72,74.01,0,7.82,7.3,1,4,1,79.24,83.97,Good
93.56,9.69,86.21,91.41,89.98,95.43,0,9.13,6.0,1,2,0,100.0,97.41,Excellent
44.27,1.18,48.29,36.71,28.51,43.41,5,4.51,7.3,1,2,0,33.26,54.98,Poor
50.11,3.28,45.51,36.98,46.65,47.0,3,4.81,9.2,1,3,1,23.76,60.75,Poor
91.35,9.4,93.78,95.63,100.0,84.2,0,8.39,9.7,1,2,0,89.47,91.63,Excellent
100.0,9.54,92.34,99.66,92.5,86.61,1,9.29,6.0,0,2,0,100.0,98.95,Excellent
63.54,3.36,74.03,57.97,66.91,65.43,3,6.71,6.5,1,2,0,56.01,71.43,Average
58.97,7.61,74.24,57.95,75.64,69.91,2,7.35,8.7,1,3,0,46.98,89.42,Average
98.79,8.16,91.09,91.91,91.43,97.0,0,9.19,6.1,1,3,0,91.43,98.12,Excellent
100.0,9.89,98.06,100.0,99.14,92.42,0,8.57,5.0,1,1,0,96.25,95.28,Excellent
96.8,10.21,97.93,95.86,87.1,88.46,0,9.15,5.4,0,3,0,99.34,94.62,Excellent
73.22,6.65,77.91,80.08,67.87,76.38,0,8.26,8.8,1,2,1,68.24,97.3,Good
55.8,4.62,57.8,53.13,50.59,57.67,3,5.24,5.2,1,2,1,58.21,66.68,Average
59.01,1.69,45.14,46.86,44.09,47.57,3,5.53,8.4,0,1,1,30.9,51.39,Poor
76.45,8.75,82.88,71.82,69.08,80.57,1,7.44,8.7,1,2,1,83.53,83.25,Good
42.22,2.18,43.3,43.89,49.95,39.23,4,3.38,6.4,1,3,1,44.06,41.48,Poor
73.41,6.14,83.1,73.34,80.8,81.7,0,8.08,7.7,1,3,1,72.48,83.96,Good
94.4,12.0,91.19,95.59,96.43,88.5,0,9.01,7.2,1,3,0,96.52,94.69,Excellent
49.06,0.52,38.52,46.51,33.18,31.36,2,5.31,10.0,1,3,0,42.96,57.64,Poor
75.42,6.94,80.23,86.62,69.73,80.09,2,7.36,7.1,1,1,1,82.85,89.32,Good
31.73,3.18,28.11,41.0,29.61,32.21,8,5.05,8.1,0,2,0,30.74,57.66,Poor
58.42,1.61,27.01,25.05,56.69,50.6,6,3.7,8.2,1,0,0,39.81,58.62,Poor
89.03,9.75,98.33,91.07,100.0,96.16,0,9.31,4.3,1,2,1,93.71,89.2,Excellent
52.14,3.86,64.82,70.06,78.89,58.2,4,7.26,10.0,1,2,1,51.91,81.45,Average
40.85,0.5,45.24,47.66,27.62,45.66,3,4.01,8.0,1,0,0,27.16,48.66,Poor
54.09,2.02,53.17,48.13,51.48,50.69,5,4.3,6.5,1,1,0,33.56,61.44,Poor
78.62,7.12,75.89,72.1,81.54,85.55,1,8.42,6.9,1,2,1,71.96,94.77,Good
42.09,2.71,43.71,33.51,37.18,38.44,4,3.0,9.0,1,1,0,30.88,64.86,Poor
96.55,8.44,85.21,100.0,96.9,91.18,1,9.74,6.2,1,1,1,88.72,97.46,Excellent
50.33,4.46,45.43,71.89,57.16,47.07,1,6.84,6.5,1,3,0,65.4,73.0,Average
74.38,11.63,77.05,72.46,88.88,73.22,0,7.29,6.1,1,2,1,77.12,86.38,Good
38.44,3.28,31.23,30.62,33.57,43.03,3,5.28,7.0,1,1,0,43.75,72.06,Poor
78.18,5.25,74.25,82.11,85.87,74.11,1,7.73,7.4,1,2,1,82.99,81.94,Good
43.92,2.85,55.01,32.36,43.7,47.38,5,3.83,7.0,1,3,0,14.44,65.72,Poor
54.5,2.47,34.39,41.23,42.84,38.34,4,5.11,6.5,0,3,1,31.75,56.17,Poor
71.03,9.72,81.22,70.25,76.69,78.49,1,8.12,7.3,1,4,1,69.79,75.64,Good
93.46,11.55,85.27,99.77,93.14,88.83,0,9.63,5.5,0,2,0,90.15,94.46,Excellent
90.65,7.7,100.0,85.68,94.91,83.64,0,9.71,7.8,1,3,1,89.93,88.07,Excellent
55.9,6.75,66.43,48.03,60.3,59.15,2,6.42,4.0,1,2,0,57.69,84.53,Average
84.89,3.37,78.26,73.58,77.45,70.15,1,7.44,8.1,1,2,1,81.76,80.36,Good
77.35,10.89,82.65,89.47,82.04,100.0,0,8.84,8.5,1,4,1,89.04,97.09,Excellent
60.44,2.64,66.69,57.43,45.93,62.06,2,6.91,8.7,1,0,1,56.24,74.81,Average
74.96,9.45,79.8,84.18,80.72,70.64,0,7.23,7.2,1,0,0,60.14,88.15,Good
85.63,9.13,76.54,68.71,74.25,81.24,1,8.12,5.6,1,4,0,84.1,93.98,Good
98.47,12.0,97.44,92.82,87.46,93.28,1,9.93,4.4,0,2,0,92.02,100.0,Excellent
78.49,10.43,74.36,63.3,95.67,78.09,0,7.82,5.0,1,2,1,82.2,82.98,Good
76.55,7.64,73.9,81.34,80.23,65.95,0,8.22,8.1,1,2,1,64.86,84.57,Good
88.4,11.43,81.97,84.62,100.0,93.23,0,9.33,7.6,1,1,0,89.04,95.25,Excellent
100.0,10.97,97.69,92.52,95.13,91.61,0,9.5,5.8,1,1,0,97.28,92.76,Excellent
89.01,7.52,77.59,68.4,84.12,79.5,3,7.99,6.4,1,3,1,70.63,85.98,Good
