Attendance_Percentage,Study_Hours_Per_Day,Previous_Academic_Marks,Internal_Assessment_Marks,Assignment_Score,Practical_Lab_Score,Number_of_Backlogs,Previous_Semester_GPA,Sleep_Hours,Internet_Access,Parental_Education,Extracurricular_Activities,Class_Participation,Assignment_Submission_Rate,Performance_Category,Academic_Consistency,Overall_Academic_Score,Engagement_Score,Study_Efficiency,Parental_Education_Label,Performance_Label
79.33,7.2,73.45,83.84,71.52,78.92,0.0,7.46,4.0,1,3,1,72.82,87.06,Good,5.57,76.87,79.94,7.2,Post_Graduate,2
52.13,7.13,38.93,51.85,56.33,62.65,0.0,5.34,6.8,1,3,1,59.61,92.21,Average,10.04,51.83,75.91,7.13,Post_Graduate,1
90.05,11.04,91.08,98.45,99.11,93.56,1.0,9.57,6.6,1,1,0,89.08,90.69,Excellent,3.87,95.49,89.88,5.52,High_School,3
63.89,4.21,48.84,66.69,50.91,47.8,1.0,5.67,8.6,1,2,1,60.66,70.24,Average,8.85,54.29,65.45,2.1,Graduate,1
95.26,7.04,81.49,91.4,95.23,86.87,0.0,9.03,8.3,1,4,1,86.31,100.0,Excellent,5.92,88.67,93.16,7.04,Doctorate,3
65.95,0.6,48.87,52.31,37.4,45.88,2.0,5.67,7.5,1,3,0,45.19,65.93,Poor,6.38,47.62,55.56,0.2,Post_Graduate,0
65.16,5.17,62.39,45.16,51.01,58.82,2.0,6.37,8.2,1,2,1,58.77,75.4,Average,7.75,55.22,67.09,1.72,Graduate,1
96.55,10.3,95.15,91.9,93.83,97.03,0.0,8.68,6.8,1,1,0,93.58,100.0,Excellent,2.16,93.61,96.79,10.3,High_School,3
76.24,3.62,47.45,63.11,73.95,63.31,4.0,5.12,5.7,1,4,0,41.35,75.47,Average,10.92,60.21,58.41,0.72,Doctorate,1
52.65,2.15,46.69,32.6,37.52,40.54,3.0,4.64,8.4,1,4,0,31.98,82.76,Poor,5.89,40.07,57.37,0.54,Doctorate,0
93.66,9.77,80.37,96.61,90.75,90.51,2.0,9.99,9.3,1,2,1,85.09,92.99,Excellent,6.74,90.49,89.04,3.26,Graduate,3
96.11,10.21,90.7,82.28,99.71,87.21,1.0,9.42,5.8,1,3,1,94.85,100.0,Excellent,7.35,90.05,97.42,5.11,Post_Graduate,3
71.27,2.56,49.5,62.63,59.49,54.36,5.0,5.62,4.9,1,3,1,60.26,83.97,Average,5.78,56.42,72.11,0.43,Post_Graduate,1
88.41,6.75,94.58,95.15,89.07,86.56,0.0,8.65,6.6,1,4,1,93.63,98.52,Excellent,4.2,91.21,96.07,6.75,Doctorate,3
44.59,4.03,49.71,35.95,27.26,49.56,7.0,5.5,8.7,1,0,0,31.07,51.51,Poor,11.0,42.28,41.29,0.5,None,0
56.56,4.46,62.9,64.14,61.15,60.65,5.0,6.64,9.0,1,4,0,57.14,75.55,Average,1.61,62.76,66.34,0.74,Doctorate,1
71.4,8.92,85.2,87.82,76.19,73.18,1.0,8.26,4.0,1,1,0,71.41,85.01,Good,7.02,81.39,78.21,4.46,High_School,2
74.86,5.39,53.35,63.76,59.44,55.7,1.0,5.97,8.0,1,3,1,55.97,68.5,Average,4.55,58.28,62.24,2.69,Post_Graduate,1
57.75,4.35,70.33,53.78,58.68,64.36,3.0,7.36,7.4,1,1,1,52.75,65.41,Average,7.15,63.0,59.08,1.09,High_School,1
87.41,7.62,64.12,74.4,82.24,74.17,0.0,6.84,9.3,1,2,1,72.85,84.99,Good,7.43,72.75,78.92,7.62,Graduate,2
92.17,8.14,78.87,75.6,78.52,74.66,1.0,7.09,10.0,1,3,1,67.47,78.14,Good,2.1,76.34,72.81,4.07,Post_Graduate,2
42.03,1.54,43.56,32.17,31.46,31.18,6.0,4.57,7.7,1,3,1,37.26,56.28,Poor,5.99,36.03,46.77,0.22,Post_Graduate,0
83.91,4.67,76.34,74.58,81.65,70.57,0.0,6.8,7.2,1,0,1,72.9,78.97,Good,4.6,74.97,75.94,4.67,None,2
83.06,6.37,54.51,82.06,82.46,85.97,0.0,8.08,9.8,1,0,1,73.93,95.91,Good,14.6,75.91,84.92,6.37,None,2
91.14,7.22,88.75,95.07,84.93,95.69,0.0,9.11,6.5,1,3,0,97.75,91.35,Excellent,5.18,91.19,94.55,7.22,Post_Graduate,3
92.63,9.55,91.0,97.57,100.0,94.61,0.0,9.52,9.2,1,2,0,99.96,94.44,Excellent,3.88,95.58,97.2,9.55,Graduate,3
59.0,6.91,64.89,52.9,66.47,56.96,3.0,5.98,9.1,1,1,1,44.25,77.19,Average,6.46,60.11,60.72,1.73,High_School,1
79.86,7.65,84.67,87.62,74.21,82.11,2.0,6.94,6.8,1,3,1,76.05,93.13,Good,5.75,81.28,84.59,2.55,Post_Graduate,2
82.39,5.55,58.85,77.54,77.5,69.66,0.0,7.62,6.7,1,3,1,68.89,89.28,Good,8.84,71.15,79.09,5.55,Post_Graduate,2
88.82,11.32,92.74,95.97,91.82,97.86,0.0,8.56,7.1,1,3,1,91.94,96.69,Excellent,2.81,93.67,94.32,11.32,Post_Graduate,3
97.87,9.99,93.58,93.98,96.02,83.37,0.0,8.85,6.9,1,1,1,78.39,94.87,Excellent,5.68,91.62,86.63,9.99,High_School,3
62.93,4.0,45.04,52.48,58.53,57.08,3.0,6.57,6.4,1,1,1,48.7,76.15,Average,6.07,54.07,62.42,1.0,High_School,1
77.51,3.63,62.3,48.46,52.57,67.06,3.0,5.29,5.4,1,3,1,57.2,58.92,Average,8.57,56.91,58.06,0.91,Post_Graduate,1
93.29,10.45,99.38,90.48,100.0,100.0,0.0,8.49,8.1,1,2,1,89.14,97.36,Excellent,4.67,95.96,93.25,10.45,Graduate,3
37.4,0.77,43.36,35.0,37.27,47.18,7.0,5.98,7.8,1,0,1,38.36,72.28,Poor,5.58,42.46,55.32,0.1,None,0
92.62,8.55,100.0,93.37,98.17,95.11,0.0,9.21,4.9,1,4,1,99.39,87.23,Excellent,2.98,96.21,93.31,8.55,Doctorate,3
54.17,2.6,50.17,51.84,48.77,40.57,6.0,4.26,6.7,1,3,0,41.37,57.49,Poor,5.0,47.63,49.43,0.37,Post_Graduate,0
40.74,1.88,50.02,33.3,43.29,31.21,7.0,4.01,10.0,1,2,0,49.14,55.07,Poor,8.8,39.74,52.1,0.23,Graduate,0
49.68,2.34,33.71,39.36,45.05,29.79,7.0,4.67,7.5,1,4,0,31.89,55.77,Poor,6.66,37.91,43.83,0.29,Doctorate,0
58.17,6.1,60.28,49.08,57.98,56.95,0.0,6.18,4.3,1,4,1,67.88,64.98,Average,4.87,56.51,66.43,6.1,Doctorate,1
77.6,8.6,86.7,65.83,76.59,92.81,0.0,8.91,6.6,1,2,0,71.67,82.57,Good,11.84,80.92,77.12,8.6,Graduate,2
59.52,6.17,53.06,59.12,64.3,59.04,2.0,7.22,8.8,1,3,1,59.26,67.56,Average,4.59,59.93,63.41,2.06,Post_Graduate,1
44.21,1.45,36.89,30.74,45.33,57.26,3.0,4.19,8.8,1,1,1,34.54,50.35,Poor,11.48,41.62,42.44,0.36,High_School,0
74.13,5.68,81.97,76.04,78.91,68.75,0.0,7.09,7.2,1,2,1,72.11,89.35,Good,5.66,76.12,80.73,5.68,Graduate,2
57.05,7.02,55.52,47.48,61.75,54.2,1.0,8.46,9.2,1,3,0,52.99,57.1,Average,5.85,57.4,55.04,3.51,Post_Graduate,1
95.55,9.13,89.19,87.51,80.73,86.01,0.0,10.0,8.5,1,2,0,98.89,92.0,Excellent,3.66,87.52,95.44,9.13,Graduate,3
64.2,2.99,62.45,63.21,56.2,47.28,5.0,6.38,4.7,1,1,0,47.28,69.11,Average,7.37,58.49,58.2,0.5,High_School,1
74.68,6.43,77.41,69.06,81.95,82.43,0.0,8.96,8.8,1,3,1,78.46,92.24,Good,6.2,78.45,85.35,6.43,Post_Graduate,2
78.89,3.07,67.63,57.31,58.96,45.71,0.0,5.3,4.8,1,4,0,51.92,61.68,Average,9.01,57.47,56.8,3.07,Doctorate,1
76.86,6.89,77.18,65.2,68.88,79.03,1.0,7.91,6.5,1,1,0,79.25,95.87,Good,6.61,73.09,87.56,3.44,High_School,2
63.04,3.64,63.9,63.43,60.52,64.62,0.0,7.37,6.8,1,3,1,58.56,72.75,Average,1.8,64.23,65.66,3.64,Post_Graduate,1
58.93,5.95,62.05,70.37,60.7,49.7,4.0,5.93,9.1,1,2,0,57.47,83.89,Average,8.49,61.12,70.68,1.19,Graduate,1
56.48,2.43,57.77,30.7,39.75,48.31,2.0,4.28,5.5,1,2,1,37.65,51.03,Poor,11.59,44.01,44.34,0.81,Graduate,0
46.56,4.48,55.98,56.58,62.5,63.16,0.0,5.61,8.2,1,2,1,68.97,80.72,Average,3.8,58.88,74.84,4.48,Graduate,1
87.57,10.67,94.19,94.29,92.47,91.48,1.0,9.24,5.4,1,0,0,90.49,99.11,Excellent,1.37,93.15,94.8,5.33,None,3
53.92,3.86,55.88,68.85,59.72,50.74,0.0,5.96,8.5,1,2,1,50.9,68.45,Average,7.65,59.23,59.68,3.86,Graduate,1
80.75,7.13,78.55,78.46,81.05,77.3,1.0,7.07,10.0,1,1,0,70.71,72.15,Good,1.58,77.99,71.43,3.56,High_School,2
77.41,7.84,69.59,65.52,71.55,79.17,1.0,7.7,6.3,1,2,0,80.9,81.15,Good,5.72,71.62,81.03,3.92,Graduate,2
58.97,0.5,36.1,34.58,36.95,44.92,4.0,4.88,8.1,1,2,1,47.3,56.51,Poor,4.63,38.92,51.9,0.1,Graduate,0
62.73,4.89,63.29,48.0,71.47,43.12,3.0,6.58,6.2,1,2,1,67.61,57.63,Average,13.18,57.32,62.62,1.22,Graduate,1
55.85,2.12,29.94,41.09,41.5,48.21,6.0,4.92,7.6,1,2,1,34.64,54.04,Poor,7.57,40.62,44.34,0.3,Graduate,0
98.02,11.24,99.39,92.72,88.87,91.64,0.0,10.0,8.1,1,4,1,97.45,95.52,Excellent,4.46,94.13,96.48,11.24,Doctorate,3
60.26,1.53,50.13,55.85,59.15,62.05,2.0,7.73,6.4,1,2,1,64.52,70.89,Average,5.11,58.46,67.7,0.51,Graduate,1
33.81,2.37,37.98,35.82,42.8,47.4,5.0,4.24,7.9,1,2,0,42.72,61.11,Poor,5.17,40.73,51.92,0.4,Graduate,0
95.64,9.14,96.42,89.66,100.0,91.87,1.0,8.94,7.1,1,4,0,82.23,97.44,Excellent,4.63,93.83,89.84,4.57,Doctorate,3
65.74,1.27,34.98,31.43,49.77,33.34,6.0,6.48,6.2,1,2,0,31.95,54.49,Poor,8.39,39.7,43.22,0.18,Graduate,0
98.66,12.0,91.58,88.92,92.14,87.27,0.0,8.48,4.6,1,3,1,93.85,100.0,Excellent,2.29,89.49,96.92,12.0,Post_Graduate,3
87.17,7.91,91.69,92.82,92.23,100.0,0.0,9.53,8.9,1,3,1,90.88,87.21,Excellent,3.9,94.1,89.04,7.91,Post_Graduate,3
49.24,4.42,58.35,27.75,26.46,45.37,5.0,4.44,8.5,1,2,1,37.41,42.89,Poor,15.25,40.33,40.15,0.74,Graduate,0
40.59,4.04,58.54,38.22,37.61,33.46,1.0,4.7,9.2,1,0,1,23.75,56.89,Poor,11.26,43.1,40.32,2.02,None,0
53.38,0.54,41.4,27.21,37.63,44.67,2.0,5.65,9.3,1,2,0,40.42,59.04,Poor,7.58,39.26,49.73,0.18,Graduate,0
74.3,8.19,70.61,54.08,61.5,55.83,1.0,7.28,8.8,1,3,1,42.29,64.48,Average,7.44,61.92,53.39,4.09,Post_Graduate,1
88.87,12.0,93.92,92.46,92.01,85.58,0.0,9.63,6.7,1,2,1,96.32,94.13,Excellent,3.7,91.74,95.22,12.0,Graduate,3
63.35,4.94,62.88,55.59,80.24,56.18,0.0,6.7,8.5,1,4,0,53.81,58.46,Average,11.5,63.6,56.14,4.94,Doctorate,1
96.94,10.01,95.21,88.46,100.0,97.46,0.0,9.82,4.9,1,0,1,86.78,94.42,Excellent,4.95,95.23,90.6,10.01,None,3
67.14,4.4,61.07,49.47,64.76,53.09,1.0,6.33,6.6,1,2,1,55.19,66.49,Average,7.04,57.54,60.84,2.2,Graduate,1
82.98,6.1,68.42,67.52,76.06,90.93,1.0,8.14,7.9,1,2,0,67.36,82.95,Good,10.83,75.52,75.16,3.05,Graduate,2
96.86,10.98,91.91,86.72,90.59,98.26,0.0,9.32,6.6,1,1,1,89.79,97.13,Excellent,4.8,91.75,93.46,10.98,High_School,3
62.49,3.67,47.64,51.14,61.59,60.6,0.0,6.43,8.0,1,2,1,69.52,70.13,Average,6.92,55.56,69.82,3.67,Graduate,1
52.1,4.18,56.58,70.7,63.2,59.33,4.0,6.35,5.7,1,2,0,45.33,78.56,Average,6.13,62.68,61.94,0.84,Graduate,1
98.11,10.5,93.4,87.72,91.05,98.73,1.0,9.19,7.8,1,2,0,86.58,99.74,Excellent,4.63,92.43,93.16,5.25,Graduate,3
34.79,2.4,42.32,43.9,31.9,34.72,5.0,4.75,6.4,1,0,1,33.24,63.34,Poor,5.81,39.63,48.29,0.4,None,0
41.05,1.54,41.09,26.73,26.5,34.19,6.0,4.87,8.2,1,1,0,26.19,70.01,Poor,6.96,33.96,48.1,0.22,High_School,0
54.65,6.5,54.62,47.99,56.55,56.09,3.0,5.59,6.8,1,3,1,60.49,67.39,Average,3.97,53.77,63.94,1.62,Post_Graduate,1
42.57,0.9,54.95,40.97,43.18,42.52,1.0,3.79,8.2,1,1,1,46.99,54.27,Poor,6.43,44.91,50.63,0.45,High_School,0
92.4,12.0,94.09,92.4,100.0,85.7,0.0,9.47,6.9,1,0,0,97.47,95.09,Excellent,5.88,93.23,96.28,12.0,None,3
37.91,2.45,46.86,30.24,38.88,36.32,5.0,4.64,6.6,1,3,1,28.77,53.95,Poor,6.89,38.96,41.36,0.41,Post_Graduate,0
93.79,11.71,90.44,88.93,99.5,100.0,0.0,9.78,8.5,1,1,1,99.57,96.87,Excellent,5.85,94.52,98.22,11.71,High_School,3
45.65,2.81,48.29,46.19,40.97,33.78,4.0,3.37,6.2,1,1,1,43.38,57.87,Poor,6.46,41.94,50.62,0.56,High_School,0
64.81,4.9,54.88,62.69,53.34,52.6,5.0,5.64,4.0,1,1,1,53.94,86.47,Average,4.64,56.22,70.2,0.82,High_School,1
82.28,9.08,91.51,99.0,98.34,93.64,1.0,8.81,8.0,1,1,0,87.7,97.02,Excellent,3.63,94.83,92.36,4.54,High_School,3
89.64,8.64,72.07,69.56,74.15,67.58,2.0,7.41,5.9,1,1,1,74.93,86.44,Good,2.87,71.16,80.68,2.88,High_School,2
60.61,6.41,54.37,69.9,68.9,64.01,3.0,6.77,8.1,1,1,1,47.11,70.98,Average,7.1,64.42,59.04,1.6,High_School,1
39.65,1.23,53.97,40.53,45.3,27.01,7.0,4.27,5.8,1,3,1,35.88,67.08,Poor,11.26,42.36,51.48,0.15,Post_Graduate,0
98.12,8.63,89.48,99.79,94.54,85.15,1.0,9.51,4.7,1,2,1,87.81,100.0,Excellent,6.33,92.77,93.9,4.32,Graduate,3
69.62,6.72,60.96,55.96,46.36,57.33,2.0,6.14,9.1,1,1,0,56.35,70.86,Average,6.23,56.11,63.6,2.24,High_School,1
52.45,3.99,43.49,37.27,37.93,40.0,7.5,4.21,7.7,1,2,0,26.23,48.66,Poor,2.8,39.99,37.44,0.47,Graduate,0
53.47,2.16,48.9,48.54,36.91,60.17,3.0,4.18,6.9,1,1,0,39.36,55.18,Poor,9.5,47.96,47.27,0.54,High_School,0
98.94,10.69,97.09,90.95,90.72,87.11,0.0,8.63,7.9,1,2,1,100.0,100.0,Excellent,4.14,91.21,100.0,10.69,Graduate,3
39.75,0.62,48.66,51.05,36.49,29.89,7.5,4.97,7.5,1,1,0,21.99,57.25,Poor,10.04,43.17,39.62,0.07,High_School,0
96.81,9.84,92.12,99.07,90.52,100.0,0.0,9.32,8.0,1,2,1,90.83,93.87,Excellent,4.8,95.22,92.35,9.84,Graduate,3
84.89,5.09,74.54,75.61,82.31,57.44,0.0,6.95,7.2,1,3,0,76.15,90.53,Good,10.6,72.44,83.34,5.09,Post_Graduate,2
89.72,9.59,87.24,90.12,88.03,83.33,0.0,9.56,6.4,1,3,1,93.67,90.97,Excellent,2.84,88.17,92.32,9.59,Post_Graduate,3
38.15,1.85,28.64,35.85,40.27,32.16,5.0,5.15,6.7,1,4,1,44.7,45.55,Poor,4.99,35.76,45.12,0.31,Doctorate,0
51.76,0.5,37.21,48.22,42.61,29.11,6.0,5.96,7.3,1,3,1,43.95,46.14,Poor,8.14,41.66,45.04,0.07,Post_Graduate,0
39.37,1.97,40.55,33.95,41.93,38.19,6.0,5.61,7.8,1,3,1,34.86,54.82,Poor,3.5,40.26,44.84,0.28,Post_Graduate,0
90.18,10.32,80.33,80.69,79.92,83.28,2.0,7.75,4.7,1,2,1,83.38,96.61,Good,1.52,80.64,90.0,3.44,Graduate,2
60.62,2.4,58.13,63.38,53.27,41.97,3.0,6.36,5.1,1,2,0,65.66,82.47,Average,9.13,55.79,74.06,0.6,Graduate,1
76.27,6.27,83.19,68.12,72.74,68.77,1.0,8.56,8.3,1,3,1,73.71,75.46,Good,6.96,74.69,74.58,3.13,Post_Graduate,2
92.48,11.13,90.39,85.01,97.82,99.58,0.0,9.65,8.5,1,3,0,92.53,93.77,Excellent,6.76,92.98,93.15,11.13,Post_Graduate,3
89.95,10.88,87.96,92.63,92.86,95.58,2.0,9.03,8.3,1,1,0,92.34,96.16,Excellent,3.16,91.87,94.25,3.63,High_School,3
64.78,5.05,56.29,65.45,62.11,47.73,2.0,6.34,8.8,1,4,1,58.13,73.6,Average,7.76,58.74,65.86,1.68,Doctorate,1
67.82,7.4,54.63,53.84,53.19,49.44,2.0,6.33,9.4,1,3,1,52.83,53.65,Average,2.3,53.97,53.24,2.47,Post_Graduate,1
50.96,2.13,40.45,48.43,31.42,42.85,7.0,3.48,6.0,1,1,1,39.9,64.45,Poor,7.08,40.55,52.18,0.27,High_School,0
88.56,5.0,84.43,90.92,80.76,80.69,0.0,7.58,7.1,1,3,1,76.97,90.39,Good,4.81,83.71,83.68,5.0,Post_Graduate,2
74.58,6.7,89.77,75.45,80.4,76.03,1.0,7.38,4.0,1,2,0,67.11,82.84,Good,6.62,79.97,74.97,3.35,Graduate,2
85.18,8.93,67.32,87.48,75.43,72.29,1.0,9.14,7.4,1,4,0,64.22,71.6,Good,8.58,77.38,67.91,4.46,Doctorate,2
92.19,10.18,92.94,88.85,95.23,86.29,0.0,9.55,5.2,1,3,1,87.13,97.69,Excellent,4.01,91.3,92.41,10.18,Post_Graduate,3
57.31,4.16,61.64,53.48,61.15,62.6,3.0,6.11,8.4,1,0,0,53.83,91.29,Average,4.2,59.64,72.56,1.04,None,1
79.09,6.66,78.33,67.24,81.23,89.88,0.0,8.51,5.7,1,2,0,72.49,91.02,Good,9.34,79.12,81.76,6.66,Graduate,2
89.5,9.9,92.59,85.65,91.8,95.4,3.0,8.94,10.0,1,4,1,91.5,100.0,Excellent,4.11,90.94,95.75,2.48,Doctorate,3
54.93,3.71,59.03,56.44,70.18,59.74,4.0,6.59,6.3,1,0,1,61.92,69.05,Average,6.06,61.44,65.48,0.74,None,1
72.35,2.62,55.62,66.22,62.52,57.62,3.0,7.54,6.2,1,2,1,49.73,69.95,Average,4.79,62.03,59.84,0.66,Graduate,1
55.94,2.94,33.09,49.01,42.36,29.35,5.0,4.39,6.9,1,3,0,32.94,55.14,Poor,8.91,39.26,44.04,0.49,Post_Graduate,0
88.57,8.92,80.17,77.15,75.52,69.83,0.0,8.85,4.1,1,2,1,80.24,88.93,Good,4.34,77.25,84.58,8.92,Graduate,2
87.31,10.92,95.35,92.86,92.79,97.31,0.0,9.35,5.5,1,2,0,84.65,96.51,Excellent,2.18,94.42,90.58,10.92,Graduate,3
57.85,4.11,47.1,58.7,69.98,59.08,5.0,5.94,5.3,1,1,0,39.94,76.44,Average,9.34,58.2,58.19,0.69,High_School,1
71.54,4.42,73.65,63.36,66.63,43.06,2.0,4.74,6.9,1,2,1,54.5,74.33,Average,13.13,60.93,64.41,1.47,Graduate,1
78.3,9.09,80.92,79.53,72.73,65.4,0.0,8.52,9.8,1,1,1,66.8,73.27,Good,7.13,76.26,70.04,9.09,High_School,2
55.01,2.0,47.35,35.85,31.69,32.05,5.0,5.03,6.9,1,0,1,38.14,66.9,Poor,7.32,38.58,52.52,0.33,None,0
65.9,0.56,52.81,44.25,36.16,52.03,5.0,4.6,6.6,1,1,1,31.17,60.61,Poor,7.79,46.5,45.89,0.09,High_School,0
90.92,9.96,86.45,99.64,85.39,91.41,0.0,9.66,6.4,1,1,0,94.11,97.59,Excellent,6.5,91.54,95.85,9.96,High_School,3
74.35,7.38,80.43,73.23,84.35,79.25,1.0,7.23,6.5,1,1,1,80.99,80.94,Good,4.61,78.37,80.96,3.69,High_School,2
67.2,4.34,68.08,52.62,58.37,66.98,4.0,6.04,7.4,1,3,1,62.09,82.18,Average,7.35,61.28,72.14,0.87,Post_Graduate,1
57.09,1.71,52.9,33.29,47.45,53.48,5.0,4.12,7.0,1,3,1,25.47,53.82,Poor,9.39,45.85,39.64,0.28,Post_Graduate,0
50.78,2.77,43.5,37.55,40.12,40.96,5.0,6.16,6.7,1,2,1,31.38,62.73,Poor,2.45,42.64,47.06,0.46,Graduate,0
97.36,8.23,99.52,93.73,98.75,83.92,0.0,8.44,7.3,1,2,0,100.0,95.49,Excellent,7.18,93.29,97.74,8.23,Graduate,3
56.32,2.18,38.26,45.44,33.34,39.76,5.0,5.72,8.3,1,3,0,30.96,53.41,Poor,4.98,41.26,42.18,0.36,Post_Graduate,0
78.34,7.99,82.18,88.77,86.83,77.65,0.0,8.11,7.9,1,2,0,60.41,82.09,Good,4.98,83.74,71.25,7.99,Graduate,2
61.08,4.79,53.1,58.2,69.42,44.62,2.0,6.05,8.1,1,3,0,42.85,72.87,Average,10.37,56.68,57.86,1.6,Post_Graduate,1
83.54,7.47,70.14,79.66,76.86,73.84,1.0,7.21,6.8,1,2,1,69.67,91.45,Good,4.09,74.8,80.56,3.73,Graduate,2
86.15,10.51,89.91,89.81,89.08,76.34,0.0,9.07,8.1,1,2,1,87.37,91.7,Excellent,6.64,87.08,89.54,10.51,Graduate,3
74.22,6.91,88.25,75.99,77.73,69.91,0.0,7.74,6.3,1,2,1,71.33,91.72,Good,7.63,78.33,81.53,6.91,Graduate,2
75.93,7.49,75.48,75.65,81.86,70.18,2.0,9.26,10.0,1,2,1,68.26,86.93,Good,4.78,77.45,77.6,2.5,Graduate,2
88.66,9.87,82.65,85.94,92.96,78.02,0.0,9.19,7.4,1,1,0,84.54,85.5,Good,6.28,85.53,85.02,9.87,High_School,2
57.57,5.71,71.64,65.33,68.46,57.35,1.0,6.04,7.7,1,3,1,51.02,72.94,Average,6.13,65.44,61.98,2.85,Post_Graduate,1
82.72,7.26,77.88,77.91,89.33,76.94,0.0,7.95,6.0,1,0,1,75.31,92.51,Good,5.89,80.15,83.91,7.26,None,2
83.0,5.88,69.68,71.31,86.0,82.64,1.0,7.85,9.0,1,3,0,68.26,83.27,Good,8.13,76.83,75.76,2.94,Post_Graduate,2
59.08,3.61,70.49,60.28,55.51,55.99,2.0,5.84,5.3,1,4,1,59.09,67.49,Average,6.95,60.83,63.29,1.2,Doctorate,1
56.87,5.39,55.95,56.34,70.16,68.36,0.0,7.18,5.7,1,1,1,62.21,64.96,Average,7.61,62.96,63.58,5.39,High_School,1
86.96,6.7,75.45,67.14,78.91,74.2,0.0,7.14,7.8,1,2,1,74.85,96.2,Good,4.94,73.41,85.52,6.7,Graduate,2
97.44,10.91,99.6,82.75,97.34,97.42,1.0,8.58,5.9,1,0,1,88.07,92.6,Excellent,7.76,93.12,90.34,5.46,None,3
88.64,11.25,96.03,85.72,96.41,94.18,2.0,9.24,7.4,1,1,0,95.12,94.66,Excellent,5.01,92.8,94.89,3.75,High_School,3
65.25,4.1,61.65,48.33,53.15,51.02,2.0,5.82,7.5,1,1,1,49.42,71.9,Average,5.76,54.15,60.66,1.37,High_School,1
44.46,3.4,62.3,51.62,63.17,58.85,3.0,4.81,5.2,1,3,1,55.79,70.44,Average,5.25,57.69,63.11,0.85,Post_Graduate,1
38.17,2.1,44.48,30.44,45.49,35.81,4.0,3.91,7.9,1,3,0,26.22,60.24,Poor,7.2,38.9,43.23,0.42,Post_Graduate,0
90.22,12.0,89.04,97.63,98.22,94.08,0.0,9.26,5.2,1,2,1,88.73,100.0,Excellent,4.22,94.39,94.36,12.0,Graduate,3
74.76,7.94,78.53,75.31,83.45,69.32,2.0,7.81,9.4,1,4,0,80.22,91.62,Good,5.92,76.82,85.92,2.65,Doctorate,2
69.52,3.62,67.71,61.06,41.26,60.4,1.0,5.93,7.3,1,3,1,59.3,80.05,Average,11.39,58.45,69.68,1.81,Post_Graduate,1
95.44,10.24,86.16,91.47,94.91,86.88,0.0,9.41,6.6,1,4,1,98.4,99.16,Excellent,4.11,90.18,98.78,10.24,Doctorate,3
83.89,6.03,73.68,87.03,75.58,74.64,0.0,7.89,5.8,1,3,1,74.09,85.06,Good,6.25,78.11,79.58,6.03,Post_Graduate,2
43.84,2.23,56.07,29.92,29.55,32.12,7.5,4.92,7.4,1,1,1,23.67,60.42,Poor,12.82,38.75,42.04,0.26,High_School,0
61.64,4.23,55.13,63.49,54.93,55.12,0.0,6.38,5.3,1,2,1,49.06,68.45,Average,4.22,58.05,58.76,4.23,Graduate,1
62.31,7.42,75.27,77.22,80.77,71.71,1.0,7.61,10.0,1,3,1,80.21,86.13,Good,3.78,76.23,83.17,3.71,Post_Graduate,2
85.79,6.38,70.62,71.77,75.0,82.21,0.0,8.04,5.1,1,0,0,65.29,95.16,Good,5.21,75.08,80.22,6.38,None,2
57.67,1.67,40.12,42.63,51.8,42.27,4.0,5.05,6.7,1,4,0,26.74,52.77,Poor,5.18,44.55,39.76,0.33,Doctorate,0
88.11,12.0,96.94,100.0,96.7,90.35,0.0,9.07,7.8,1,3,1,98.55,96.07,Excellent,4.05,95.72,97.31,12.0,Post_Graduate,3
63.01,4.75,54.22,62.93,49.54,59.49,2.0,7.23,5.8,1,1,1,68.91,69.66,Average,5.89,58.32,69.28,1.58,High_School,1
78.65,5.49,70.54,83.26,79.23,73.82,1.0,8.06,8.5,1,4,1,74.47,93.65,Good,5.65,77.12,84.06,2.75,Doctorate,2
95.57,10.94,87.98,97.57,99.01,89.02,0.0,8.46,8.7,1,2,0,94.47,97.45,Excellent,5.7,92.45,95.96,10.94,Graduate,3
88.34,7.98,92.8,91.64,100.0,86.08,0.0,9.84,7.5,1,1,0,96.99,93.22,Excellent,5.72,93.17,95.1,7.98,High_School,3
35.32,0.5,57.32,36.63,31.16,29.85,4.0,3.2,7.3,1,1,0,53.88,75.65,Poor,12.73,38.89,64.76,0.1,High_School,0
66.79,2.98,57.06,66.0,64.14,52.67,4.0,5.96,6.3,1,3,0,56.43,45.5,Average,6.21,60.09,50.96,0.6,Post_Graduate,1
88.49,6.52,73.93,81.86,73.73,77.58,0.0,7.55,8.3,1,2,1,70.69,83.58,Good,3.82,76.76,77.13,6.52,Graduate,2
54.17,7.29,58.86,52.23,66.26,65.39,5.0,5.75,8.4,1,0,0,71.9,70.22,Average,6.53,59.85,71.06,1.22,None,1
46.89,0.5,49.38,16.86,61.72,51.02,1.0,4.99,6.8,1,4,1,30.29,59.04,Poor,19.38,44.1,44.66,0.25,Doctorate,0
48.11,0.5,46.2,35.07,52.27,35.84,1.0,4.39,8.7,1,3,1,47.26,56.98,Poor,8.34,42.33,52.12,0.25,Post_Graduate,0
65.22,4.36,68.9,55.94,70.27,57.17,3.0,6.01,7.0,1,2,0,59.96,50.66,Average,7.56,62.71,55.31,1.09,Graduate,1
